C1, C2, C3, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360
T1, 0.905475, 0.075915, 0.085703, 0.145855, 0.153409, 0.159175, 0.165189, 0.173052, 0.176435, 0.184403, 0.186026, 0.189757, 0.187136, 0.178011, 0.160499, 0.146325, 0.134561, 0.121925, 0.112930, 0.104224, 0.097894, 0.089982, 0.089715, 0.091244, 0.084976, 0.082207, 0.085668, 0.085192, 0.089628, 0.090462, 0.090422, 0.090793, 0.090131, 0.089375, 0.096296, 0.104781, 0.114357, 0.125837, 0.136778, 0.148712, 0.164968, 0.181223, 0.220256, 0.241937, 0.262026, 0.271857, 0.293495, 0.324009, 0.352571, 0.383912, 0.409480, 0.430364, 0.449130, 0.465782, 0.487044, 0.505574, 0.533789, 0.562311, 0.579027, 0.589396, 0.587470, 0.568585, 0.529525, 0.491317, 0.446806, 0.401931, 0.365250, 0.324601, 0.298192, 0.270610, 0.250698, 0.231755, 0.220407, 0.204819, 0.193016, 0.180099, 0.168997, 0.162017, 0.156463, 0.157795, 0.160835, 0.164978, 0.172775, 0.178620, 0.181586, 0.184691, 0.177292, 0.165475, 0.150965, 0.133520, 0.120064, 0.107793, 0.100615, 0.102212, 0.100075, 0.099658, 0.099652, 0.099102, 0.094195, 0.092200, 0.088421, 0.086884, 0.080381, 0.072594, 0.070129, 0.061503, 0.055532, 0.049004, 0.044115, 0.034842, 0.032277, 0.026963, 0.022510, 0.020637, 0.018556, 0.016949, 0.015237, 0.013645, 0.011034, 0.011267, 0.008638, 0.009577, 0.008685, 0.008593, 0.008882, 0.008761, 0.008306, 0.008319, 0.008058, 0.008507, 0.008552, 0.007046, 0.007936, 0.006890, 0.007006, 0.006775, 0.008426, 0.006830, 0.007695, 0.007189, 0.009348, 0.007079, 0.007978, 0.007908, 0.007947, 0.008470, 0.009720, 0.007983, 0.008838, 0.007792, 0.005121, 0.005958, 0.008051, 0.004416
T2, 0.763084, 0.293348, -0.002604, 0.162442, 0.167085, 0.172065, 0.177001, 0.181469, 0.186053, 0.192141, 0.197744, 0.197770, 0.195391, 0.185612, 0.170386, 0.158291, 0.145086, 0.129541, 0.121254, 0.111499, 0.101500, 0.092902, 0.089832, 0.088378, 0.082966, 0.079506, 0.081538, 0.081102, 0.081073, 0.082420, 0.081888, 0.085125, 0.085197, 0.083889, 0.094628, 0.102487, 0.116389, 0.127769, 0.139754, 0.154829, 0.172643, 0.190837, 0.229049, 0.250384, 0.272842, 0.284414, 0.313619, 0.343504, 0.380191, 0.414117, 0.442521, 0.468964, 0.485500, 0.508661, 0.527041, 0.549111, 0.580971, 0.610696, 0.634369, 0.650440, 0.651415, 0.635649, 0.599946, 0.558817, 0.504496, 0.454024, 0.406077, 0.357845, 0.327072, 0.296408, 0.272920, 0.250603, 0.236832, 0.221801, 0.209745, 0.195609, 0.184191, 0.174962, 0.171065, 0.169890, 0.176800, 0.179477, 0.189105, 0.197389, 0.200088, 0.201714, 0.192920, 0.183848, 0.162982, 0.141152, 0.121568, 0.105216, 0.099958, 0.099337, 0.102189, 0.103053, 0.102199, 0.100807, 0.093257, 0.088550, 0.081577, 0.075343, 0.068441, 0.061690, 0.055494, 0.050738, 0.043594, 0.040619, 0.033400, 0.031840, 0.026077, 0.023389, 0.020611, 0.019316, 0.016234, 0.015331, 0.013120, 0.013086, 0.011795, 0.011559, 0.008049, 0.008499, 0.010104, 0.009076, 0.007838, 0.006200, 0.007094, 0.007291, 0.007388, 0.007785, 0.008312, 0.007979, 0.006899, 0.005712, 0.005795, 0.007047, 0.006756, 0.006727, 0.007399, 0.007374, 0.006129, 0.007919, 0.007840, 0.007405, 0.007773, 0.010051, 0.007743, 0.006931, 0.006804, 0.007390, 0.008333, 0.005683, 0.005045, 0.007240
T3, 0.362651, 0.424798, 0.080393, 0.134458, 0.134200, 0.135590, 0.139445, 0.140511, 0.142249, 0.144874, 0.145783, 0.146681, 0.147992, 0.142019, 0.135238, 0.130214, 0.120384, 0.112592, 0.102589, 0.096690, 0.088804, 0.081782, 0.081020, 0.079476, 0.077025, 0.075593, 0.078101, 0.076936, 0.074913, 0.077387, 0.079874, 0.080426, 0.086135, 0.086016, 0.094785, 0.101971, 0.110267, 0.119594, 0.131386, 0.142721, 0.156923, 0.172998, 0.197630, 0.216450, 0.232665, 0.245124, 0.266294, 0.286748, 0.315178, 0.340497, 0.361471, 0.383311, 0.398604, 0.412609, 0.421971, 0.433235, 0.447289, 0.459409, 0.473045, 0.482838, 0.485222, 0.478080, 0.459743, 0.430440, 0.389639, 0.348334, 0.307706, 0.267034, 0.246528, 0.223842, 0.209237, 0.194442, 0.182093, 0.172557, 0.161004, 0.152237, 0.145234, 0.136806, 0.131841, 0.131503, 0.133730, 0.139883, 0.147066, 0.151935, 0.154495, 0.154544, 0.148948, 0.145769, 0.129268, 0.110884, 0.097811, 0.083037, 0.079641, 0.078766, 0.078108, 0.083888, 0.082307, 0.076567, 0.070288, 0.062677, 0.056138, 0.052127, 0.044744, 0.040779, 0.039010, 0.035352, 0.028884, 0.025714, 0.023319, 0.018903, 0.017802, 0.015060, 0.011901, 0.011152, 0.008838, 0.009411, 0.009902, 0.006998, 0.008858, 0.006240, 0.003922, 0.005561, 0.004961, 0.006297, 0.002835, 0.006425, 0.006314, 0.003639, 0.005026, 0.004401, 0.005545, 0.006628, 0.005389, 0.006466, 0.005221, 0.005355, 0.001469, 0.002940, 0.004665, 0.005521, 0.003846, 0.004726, 0.003950, 0.004201, 0.005632, 0.005079, 0.005387, 0.006121, 0.005356, 0.006310, 0.003485, 0.002699, 0.002780, 0.001567
T4, 0.277764, 0.324361, 0.018098, 0.104056, 0.108399, 0.110737, 0.112738, 0.113899, 0.114957, 0.119809, 0.118663, 0.122024, 0.121096, 0.114320, 0.106919, 0.101244, 0.096009, 0.086035, 0.080736, 0.075425, 0.068109, 0.062425, 0.062585, 0.059920, 0.058350, 0.056237, 0.057194, 0.057139, 0.056668, 0.057441, 0.058266, 0.056977, 0.059748, 0.062004, 0.068580, 0.073064, 0.081673, 0.087954, 0.099793, 0.105846, 0.118882, 0.131788, 0.152300, 0.169573, 0.180942, 0.189366, 0.206101, 0.227161, 0.248699, 0.271260, 0.287916, 0.304160, 0.318922, 0.329692, 0.338556, 0.348541, 0.363206, 0.377409, 0.391676, 0.400654, 0.400668, 0.396673, 0.377566, 0.352044, 0.318865, 0.285420, 0.253645, 0.220513, 0.202038, 0.182801, 0.171779, 0.157418, 0.148283, 0.140123, 0.131651, 0.122727, 0.115231, 0.110043, 0.107368, 0.106679, 0.111211, 0.113876, 0.119237, 0.123671, 0.124511, 0.127210, 0.119870, 0.115624, 0.102050, 0.089658, 0.075974, 0.064851, 0.061775, 0.062407, 0.065076, 0.066789, 0.065340, 0.062205, 0.056892, 0.052473, 0.047642, 0.043490, 0.037173, 0.034899, 0.030362, 0.026484, 0.022896, 0.020241, 0.018972, 0.014605, 0.014347, 0.012052, 0.010806, 0.008074, 0.010064, 0.008587, 0.008285, 0.008274, 0.005479, 0.005206, 0.003716, 0.003003, 0.003883, 0.004983, 0.004499, 0.003993, 0.003867, 0.004371, 0.003867, 0.005302, 0.004951, 0.005536, 0.005863, 0.004757, 0.002619, 0.003675, 0.005005, 0.002897, 0.004045, 0.003663, 0.005215, 0.005893, 0.003762, 0.001922, 0.005162, 0.005157, 0.003967, 0.004745, 0.005169, 0.004363, 0.004727, 0.003921, 0.003599, 0.000973
T5, 0.529728, 0.488921, 0.088887, 0.167872, 0.171446, 0.173313, 0.175946, 0.180587, 0.182783, 0.186780, 0.190731, 0.192370, 0.190885, 0.185002, 0.174189, 0.162098, 0.153260, 0.138855, 0.131210, 0.121265, 0.111873, 0.103890, 0.101886, 0.099791, 0.098081, 0.097035, 0.092454, 0.096417, 0.097401, 0.099878, 0.097994, 0.100738, 0.103797, 0.107675, 0.116876, 0.125856, 0.136854, 0.148397, 0.163429, 0.174544, 0.197189, 0.217461, 0.250106, 0.271852, 0.293395, 0.306021, 0.335340, 0.362868, 0.395292, 0.430963, 0.457776, 0.485131, 0.502655, 0.520309, 0.535781, 0.549191, 0.569031, 0.588107, 0.607974, 0.621220, 0.622080, 0.612123, 0.583888, 0.545103, 0.492994, 0.441932, 0.393879, 0.345709, 0.315830, 0.285333, 0.267883, 0.246997, 0.235184, 0.217484, 0.207666, 0.193647, 0.181437, 0.172199, 0.168321, 0.166880, 0.171745, 0.177456, 0.186495, 0.193590, 0.197534, 0.199615, 0.189917, 0.183928, 0.163038, 0.140617, 0.122656, 0.107833, 0.102847, 0.101594, 0.104238, 0.109871, 0.103805, 0.098533, 0.092338, 0.083917, 0.077967, 0.071313, 0.064497, 0.059636, 0.052872, 0.047836, 0.042153, 0.036064, 0.032089, 0.027230, 0.023602, 0.019037, 0.015926, 0.015749, 0.015638, 0.014008, 0.010311, 0.011043, 0.008529, 0.009201, 0.006876, 0.007600, 0.007160, 0.007039, 0.007713, 0.006469, 0.007205, 0.006702, 0.007101, 0.009859, 0.006923, 0.005290, 0.006009, 0.006703, 0.006322, 0.006072, 0.005364, 0.005903, 0.004663, 0.006854, 0.007720, 0.005178, 0.006660, 0.006117, 0.007364, 0.005561, 0.007205, 0.006803, 0.006698, 0.005361, 0.006759, 0.005421, 0.005673, 0.004463
T6, 0.298707, 0.327490, 0.039100, 0.099779, 0.100420, 0.101302, 0.101733, 0.103203, 0.105879, 0.106007, 0.110070, 0.110559, 0.106976, 0.104933, 0.097456, 0.094238, 0.087326, 0.080649, 0.075079, 0.069418, 0.065237, 0.059445, 0.058894, 0.059109, 0.055581, 0.054380, 0.053512, 0.053275, 0.053490, 0.054552, 0.055915, 0.056871, 0.060306, 0.063162, 0.067534, 0.072802, 0.078710, 0.084251, 0.094301, 0.102896, 0.113142, 0.127685, 0.145865, 0.156721, 0.170227, 0.177909, 0.193438, 0.210541, 0.232080, 0.251516, 0.266250, 0.283149, 0.293805, 0.304213, 0.311502, 0.318452, 0.331211, 0.340640, 0.351435, 0.359217, 0.362609, 0.358365, 0.343698, 0.321641, 0.290232, 0.258455, 0.230709, 0.199260, 0.183379, 0.164726, 0.154979, 0.143859, 0.135376, 0.126189, 0.118366, 0.112039, 0.105527, 0.100795, 0.097629, 0.097454, 0.099400, 0.103953, 0.106514, 0.112242, 0.114577, 0.114731, 0.112487, 0.107151, 0.093013, 0.081254, 0.069327, 0.058735, 0.056712, 0.058080, 0.059854, 0.061774, 0.059161, 0.055686, 0.051598, 0.045578, 0.040301, 0.037243, 0.033786, 0.029037, 0.027878, 0.023816, 0.021121, 0.017200, 0.016914, 0.012708, 0.010632, 0.010688, 0.007811, 0.007022, 0.007634, 0.007389, 0.006544, 0.007057, 0.003655, 0.004083, 0.003453, 0.006338, 0.004982, 0.004972, 0.004866, 0.002078, 0.001502, 0.001589, 0.003038, 0.003723, 0.003787, 0.005556, 0.002755, 0.001714, 0.002615, 0.004310, 0.005069, 0.002753, 0.003717, 0.003162, 0.002366, 0.003224, 0.002747, 0.005772, 0.002954, 0.002665, 0.003221, 0.003669, 0.003608, 0.003399, 0.002565, 0.002088, 0.002472, 0.003688
T7, 1.051559, 0.015817, 0.023625, 0.142509, 0.151648, 0.159850, 0.167622, 0.173787, 0.179436, 0.185072, 0.191871, 0.190350, 0.189244, 0.176731, 0.160815, 0.143133, 0.128196, 0.117275, 0.107560, 0.099723, 0.093235, 0.084169, 0.084468, 0.081094, 0.076283, 0.074494, 0.075048, 0.075612, 0.079100, 0.079960, 0.079340, 0.078664, 0.077703, 0.075611, 0.085188, 0.091059, 0.100073, 0.112385, 0.122416, 0.134292, 0.151859, 0.167902, 0.207274, 0.230632, 0.248398, 0.256145, 0.281882, 0.313015, 0.342259, 0.374500, 0.396068, 0.422167, 0.440878, 0.458133, 0.481939, 0.504941, 0.541998, 0.574225, 0.597437, 0.606963, 0.609234, 0.583143, 0.544061, 0.500395, 0.454416, 0.411658, 0.372736, 0.333333, 0.303358, 0.276650, 0.255988, 0.232799, 0.220199, 0.207063, 0.194147, 0.178865, 0.170666, 0.161652, 0.158770, 0.157528, 0.164390, 0.166739, 0.173000, 0.181071, 0.184052, 0.186753, 0.177141, 0.167340, 0.150249, 0.131333, 0.116068, 0.104997, 0.098682, 0.099337, 0.097508, 0.095751, 0.096813, 0.098212, 0.095055, 0.092872, 0.090859, 0.087263, 0.082422, 0.075115, 0.068740, 0.062157, 0.054204, 0.048536, 0.042956, 0.036543, 0.031537, 0.028681, 0.024720, 0.021304, 0.019520, 0.015256, 0.014076, 0.012392, 0.013514, 0.010643, 0.012130, 0.009882, 0.009184, 0.007781, 0.009120, 0.008723, 0.009572, 0.009358, 0.006987, 0.008688, 0.008327, 0.006324, 0.008189, 0.008899, 0.007661, 0.008613, 0.008111, 0.007720, 0.009219, 0.008709, 0.009856, 0.010846, 0.010537, 0.010217, 0.010916, 0.011876, 0.010482, 0.011094, 0.009480, 0.008674, 0.007459, 0.006795, 0.007248, 0.009262
T8, 0.874069, 0.016818, 0.068432, 0.122491, 0.130199, 0.135003, 0.143350, 0.148457, 0.151800, 0.156361, 0.160731, 0.164113, 0.161064, 0.150929, 0.137641, 0.125384, 0.113179, 0.100264, 0.095594, 0.086807, 0.080970, 0.074215, 0.074234, 0.073319, 0.069910, 0.068427, 0.067728, 0.069897, 0.072558, 0.074397, 0.074858, 0.074328, 0.071470, 0.071024, 0.077543, 0.082065, 0.092299, 0.101728, 0.110965, 0.121161, 0.134996, 0.147103, 0.183825, 0.200039, 0.219331, 0.224975, 0.245210, 0.268386, 0.298433, 0.322238, 0.341411, 0.363051, 0.377570, 0.391556, 0.413823, 0.432465, 0.459925, 0.488085, 0.501319, 0.511085, 0.508467, 0.490799, 0.458150, 0.420266, 0.380154, 0.344991, 0.312032, 0.278451, 0.256249, 0.233212, 0.216841, 0.197630, 0.186602, 0.176194, 0.163901, 0.153671, 0.146019, 0.139395, 0.133933, 0.135200, 0.141211, 0.141082, 0.145561, 0.152441, 0.157149, 0.158950, 0.148737, 0.143001, 0.126453, 0.114126, 0.103001, 0.090088, 0.085920, 0.085962, 0.084989, 0.084074, 0.084612, 0.085163, 0.082987, 0.081120, 0.077056, 0.075158, 0.071263, 0.064805, 0.060801, 0.054052, 0.048608, 0.041180, 0.038291, 0.031734, 0.028145, 0.023253, 0.020384, 0.017792, 0.016664, 0.013520, 0.011870, 0.010909, 0.011081, 0.007425, 0.011237, 0.009202, 0.008133, 0.008844, 0.008968, 0.007268, 0.006846, 0.007145, 0.007903, 0.008541, 0.004614, 0.008564, 0.007171, 0.006398, 0.005904, 0.007149, 0.005460, 0.007127, 0.006999, 0.006998, 0.007044, 0.007720, 0.007767, 0.008510, 0.008313, 0.008782, 0.007430, 0.007408, 0.006919, 0.007214, 0.006732, 0.006351, 0.005301, 0.007672
T9, 0.813466, 0.312793, 0.011983, 0.172790, 0.176026, 0.181723, 0.186667, 0.189925, 0.194379, 0.199867, 0.204957, 0.205250, 0.203460, 0.193140, 0.178970, 0.164932, 0.150608, 0.135943, 0.127056, 0.119049, 0.110417, 0.098204, 0.097611, 0.093627, 0.090781, 0.086887, 0.087535, 0.086782, 0.088388, 0.088775, 0.089201, 0.090075, 0.092886, 0.093600, 0.100988, 0.111764, 0.122568, 0.136691, 0.149783, 0.165930, 0.185323, 0.205957, 0.244929, 0.266704, 0.288382, 0.301867, 0.330588, 0.364321, 0.400282, 0.438027, 0.465702, 0.494588, 0.514491, 0.534079, 0.554230, 0.574513, 0.606935, 0.636513, 0.659981, 0.676687, 0.678123, 0.661781, 0.625097, 0.581752, 0.527574, 0.472554, 0.421229, 0.372814, 0.340919, 0.305603, 0.285600, 0.261576, 0.245495, 0.231651, 0.217059, 0.204696, 0.193174, 0.181659, 0.179885, 0.179038, 0.182926, 0.187986, 0.195823, 0.206905, 0.209932, 0.210749, 0.202446, 0.192125, 0.167505, 0.145881, 0.128906, 0.113592, 0.105846, 0.104443, 0.106511, 0.108688, 0.107407, 0.105529, 0.098382, 0.091595, 0.084928, 0.077396, 0.071813, 0.063610, 0.059150, 0.051035, 0.046773, 0.039739, 0.034908, 0.031844, 0.028677, 0.025084, 0.020391, 0.017783, 0.015331, 0.013009, 0.013127, 0.012910, 0.011872, 0.009885, 0.008916, 0.009878, 0.007346, 0.006140, 0.008802, 0.006732, 0.008431, 0.008048, 0.008709, 0.007301, 0.009016, 0.006852, 0.008332, 0.007557, 0.005562, 0.006172, 0.005776, 0.007903, 0.009167, 0.007401, 0.006385, 0.009662, 0.008707, 0.008207, 0.007311, 0.006835, 0.010674, 0.007659, 0.007246, 0.009014, 0.006966, 0.005823, 0.006660, 0.004883
